id;respid;extrtime;origin;destination;company;depdate;arrdate;duration;flighttype;price;stopover;stopovertime
1;115;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T10:10:00;2016-03-15T20:05:00;9,916666666666666;aller simple;113;1 escale;7h 35min à LYS
1;116;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T11:35:00;2016-03-16T10:10:00;22,583333333333332;aller simple;113;1 escale;20h 05min à MPL
1;117;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T07:00:00;2016-03-15T17:30:00;10,5;aller simple;113;1 escale;8h 00min à MPL
1;118;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T10:10:00;2016-03-15T21:10:00;11,0;aller simple;113;1 escale;8h 40min à LYS
1;119;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T16:20:00;2016-03-16T16:25:00;24,083333333333332;aller simple;113;1 escale;21h 50min à LYS
1;120;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T08:55:00;2016-03-15T20:05:00;11,166666666666666;aller simple;113;1 escale;8h 55min à LYS
1;121;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T08:55:00;2016-03-15T21:10:00;12,25;aller simple;113;1 escale;10h 00min à LYS
1;122;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T21:20:00;2016-03-16T17:30:00;20,166666666666668;aller simple;114;1 escale;17h 35min à MPL
1;123;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T08:40:00;2016-03-15T17:30:00;8,833333333333334;aller simple;114;1 escale;6h 15min à MPL
1;124;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T21:20:00;2016-03-16T10:10:00;12,833333333333334;aller simple;114;1 escale;10h 15min à MPL
1;125;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T21:30:00;2016-03-16T14:20:00;16,833333333333332;aller simple;116;1 escale;13h 50min à NCE
1;126;15/01/2016 10:12:21;ORY;NTE;Cityjet-Cityjet;2016-03-15T17:30:00;2016-03-16T11:35:00;18,083333333333332;aller simple;117;1 escale;15h 25min à LCY
1;127;15/01/2016 10:12:21;ORY;NTE;Cityjet-Cityjet;2016-03-15T14:35:00;2016-03-16T11:35:00;21,0;aller simple;117;1 escale;18h 20min à LCY
1;128;15/01/2016 10:12:21;ORY;NTE;Cityjet-Cityjet;2016-03-15T12:05:00;2016-03-16T11:35:00;23,5;aller simple;117;1 escale;20h 50min à LCY
1;129;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T06:30:00;2016-03-15T15:35:00;9,083333333333334;aller simple;121;1 escale;7h 15min à BOD
1;130;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T09:00:00;2016-03-15T17:30:00;8,5;aller simple;122;1 escale;6h 00min à MPL
1;131;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T18:25:00;2016-03-16T10:10:00;15,75;aller simple;123;1 escale;13h 10min à MPL
1;132;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T18:25:00;2016-03-16T17:30:00;23,083333333333332;aller simple;123;1 escale;20h 30min à MPL
1;133;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T13:05:00;2016-03-15T21:05:00;8,0;aller simple;124;1 escale;5h 25min à MPL
1;134;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T12:40:00;2016-03-15T16:15:00;3,5833333333333335;aller simple;124;1 escale;55min à SXB
1;135;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T12:40:00;2016-03-16T07:55:00;19,25;aller simple;124;1 escale;16h 35min à SXB
1;136;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T12:40:00;2016-03-15T21:30:00;8,833333333333334;aller simple;124;1 escale;6h 10min à SXB
1;137;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T20:35:00;2016-03-16T10:05:00;13,5;aller simple;125;1 escale;11h 20min à LYS
1;138;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T19:20:00;2016-03-16T10:05:00;14,75;aller simple;126;1 escale;12h 25min à LYS
1;139;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T13:20:00;2016-03-16T10:05:00;20,75;aller simple;126;1 escale;18h 25min à LYS
1;140;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T10:10:00;2016-03-16T10:05:00;23,916666666666668;aller simple;126;1 escale;21h 35min à LYS
1;141;15/01/2016 10:12:21;CDG;NTE;Air France-HOP!;2016-03-15T16:20:00;2016-03-16T10:05:00;17,75;aller simple;126;1 escale;15h 30min à LYS
1;142;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T21:55:00;2016-03-16T09:05:00;11,166666666666666;aller simple;131;1 escale;9h 00min à TLS
1;143;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T21:20:00;2016-03-16T09:05:00;11,75;aller simple;131;1 escale;9h 35min à TLS
1;144;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T06:20:00;2016-03-15T18:45:00;12,416666666666666;aller simple;131;1 escale;10h 15min à TLS
1;145;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T15:05:00;2016-03-15T18:45:00;3,6666666666666665;aller simple;131;1 escale;1h 30min à TLS
1;146;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T13:40:00;2016-03-15T18:45:00;5,083333333333333;aller simple;131;1 escale;2h 55min à TLS
1;147;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T13:00:00;2016-03-15T18:45:00;5,75;aller simple;131;1 escale;3h 35min à TLS
1;148;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T11:55:00;2016-03-15T18:45:00;6,833333333333333;aller simple;131;1 escale;4h 40min à TLS
1;149;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T10:55:00;2016-03-15T18:45:00;7,833333333333333;aller simple;131;1 escale;5h 40min à TLS
1;150;15/01/2016 10:12:21;ORY;NTE;Air France-HOP!;2016-03-15T15:05:00;2016-03-16T09:05:00;18,0;aller simple;131;1 escale;15h 50min à TLS
